order_id,customer_id,order_status,review_score,return_status,product_id,product_category_name,delivery_late,total_price,product_category_name_english,review_comment_message,translated_review
6325af88a0611fc357055cb87dcec11e,bfc24858928300e9b18e0d96637b8404,delivered,1,0,e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,1,100.38,computers_accessories,"Sempre comprei nas lannister, só que pela quarta vez está acontecendo atraso na entrega. Espero ainda receber o produto, e quem sabe se fizer uma nova compra seja diferente.","I've always bought from Lannister, but for the fourth time there's been a delay in delivery.I still hope to receive the product, and who knows if I make a new purchase it will be different."
e9c9e163bd9e8a23c5afab293ed676e2,62d3d5126a9e6607e62fc5a79363580f,canceled,1,1,54a3b009ede4097eff76990e0fa8553c,esporte_lazer,0,174.04,sports_leisure,Horrivel pessimo,Horrible terrible
eccb333547035c917db4396ff94c3182,d1cbcc4df0dfd5cf07dd4aa96816742a,delivered,3,0,c8f57335e06d8d4e73e34057dc92cfbe,telefonia,1,30.0,telephony,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,"I would not recommend this store nor do I intend to buy from it again. The merchandise was delivered after the deadline and almost 1 month after purchase.On the Lannister website, they usually arrive before the deadline.I was very surprised"
31a8766241a787028fc15329259dd644,38feb76a2d5be48d28f3cb600f7ae220,delivered,5,0,53ea9da485f6aed8a6f03a85831fe021,relogios_presentes,0,364.99,watches_gifts,"O relógio lindo, perfeito.
É um modelo pequeno e objetivo, ou seja, sem firulas.","The beautiful, perfect watch.
It is a small and objective model, that is, without frills."
256ab4c9ccea8769bf3a40928e744961,2b355922378307d5b5aedfd19a2882a9,delivered,5,0,8def15a9a64f1e5f1591ceb6265570c6,esporte_lazer,0,440.23,sports_leisure,gostei do produto e da entrega ,I liked the product and delivery
abfb34ed11820c7247adfb30fe5bb7ae,0d0f6b38e873757a949a9c3624b21a93,delivered,5,0,6cdd53843498f92890544667809f1595,beleza_saude,0,371.05,health_beauty,"Fui muito bem atendida e estou satisfeita com minha aquisição. O site de compra mais uma vez me enviou o produto dentro do prazo que eu necessitava receber meu produto. 
",I received very good service and I am satisfied with my purchase.The purchasing site once again sent me the product within the deadline I needed to receive my product.
c8590303527208d2ea0f2eb752ae074a,fdacde7b057f261f8f39ef2cf078df68,delivered,2,0,9e8091e1021b25bdf15a9d203a278889,eletronicos,0,284.84,electronics,"O microfone não está funcionando. Tá com um som muito baixo e estranho. O que fazer para utilizar a garantia?
",The microphone is not working.It has a very low and strange sound.What should I do to use the guarantee?
706b9cbda5d9ac137f8b484774d4c2a9,1d7bb00981fead08b27fee0a49a69e5a,delivered,1,0,96d2a150ac4532d4d55c554d309bbc59,telefonia,0,85.24,telephony,Aguardando retorno e esclarecimentos sobre o ocorrido.,Waiting for feedback and clarification on what happened.
0166cc8756d58b4a30fb49de83527120,19e9dac43eee8df98092482fdce676da,canceled,1,1,b59b5899ecf4bcc294a72fdd48adaa94,telefonia,0,37.77,telephony,Já cancelei essa compra. Não sei porque estão insistindo com essa entrega. ,I have already canceled this purchase.I don't know why they are insisting on this delivery.
0d6bfb2c384abf1053a600d79eb2dcfd,7dabb9471241c851ab2daff114751bb3,delivered,4,0,4b456247c6fd6370f0c01903b0c6d67d,informatica_acessorios,0,157.72,computers_accessories,Recebido certo ...o problema foi dos Correios 😉,Received correctly... the problem was with the Post Office 😉
3e84398caa2b0be876731343bab75b06,92710a995cc113c830f287b62883189c,delivered,5,0,5c692818d313aa12864b48ac0c2472c2,relogios_presentes,0,39.96,watches_gifts,"Relógio lindo, veio com o visor que parece ser mais quadrado. Adorei","Beautiful watch, it came with a display that appears to be more square.I loved"
ce44f44ee93f1deea42e493e84b5cd63,ebee8a6050baa684aa8ed76b90c0cecf,delivered,3,0,53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,0,155.14,garden_tools,"Não fui informado que os produtos seriam entregues separados.Quando tentei contato pelo telefone de atendimento ao cliente das lannister achei péssimo.
O contato com a loja foi rápido e eficiente","I was not informed that the products would be delivered separately. When I tried to contact Lannister customer service, I found it terrible.
Contact with the store was quick and efficient"
bb13cb6c4afe0e0dbb504283c6ee7992,6a4d9f873465b6aa031933021eab4f9c,delivered,5,0,7fab1a1472fdd934397068931f63f3ca,brinquedos,0,82.73,toys,"Entrega super rápida, Parabéns ","Super fast delivery, congratulations"
ac671821bd5734df83eff3f6fcc94e9c,316610fda13708cef18f81185f69d7eb,delivered,1,0,ef9ae4fb9a9005e8e463cc2616084276,esporte_lazer,0,263.31,sports_leisure,chegou quebrado,arrived broken
802a4ce6a0333eb94effff686abc8f27,77d20cce54e3b6b20b7207081077b084,delivered,5,0,e2e426d1332240070b0a836a854d057b,cama_mesa_banho,0,52.5,bed_bath_table,Produto muito legal. Veio bem embalado e antes do prazo estipulado ,Very cool product.Arrived well packaged and before the stipulated deadline
0f1a032292563a581f27eac807f97a05,a110c68760b1054980e969c1c84c58ff,delivered,5,0,56e04ad5959e2c30a6754d9cc1f098f2,portateis_casa_forno_e_cafe,0,52.21,small_appliances_home_oven_and_coffee,Otima,Excellent
af99e2024c32e91db8bd36c7508ba102,3b86fbb06ac936d02fd8b237538291dc,delivered,2,0,e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,0,154.53,watches_gifts,Comprei um modelo e veio outro. Espero que troquem por o produto correto!,I bought one model and another came.I hope they exchange it for the correct product!
3bb82ee5c8d4849ec722da99ba1bf228,fb01511a81dd51acff26ddbe5c376174,canceled,1,1,2a66698f3c9f8708a0505b5ab2cb380d,relogios_presentes,0,464.64,watches_gifts,"Além da demora para emitir a nota fiscal, a demora para a devolução do dinheiro, em caso de cancelamento da compra, demora uma eternidade. 
Já faz 2 semanas que solicitei o cancelamento e nada.","In addition to the delay in issuing the invoice, the delay in returning the money, in case of canceling the purchase, takes forever.
It's been 2 weeks since I requested cancellation and nothing."
83f0c4c6b1a3c31214ca8266dc888258,17f9863585a471e9ffe77c4d4f26ecea,delivered,1,0,61a53738adc5c0e8d243553320f9ba1c,esporte_lazer,0,708.28,sports_leisure,"Das cinco cadeiras que comprei chegaram somente duas com acabamento em tecido, o pedido foi feito com acabamento em corino...
","Of the five chairs I purchased, only two arrived with a fabric finish, the order was made with a corino finish..."
93b590057f946fba0bb236c96d384a89,145a15dfeab6ebc89f63c22802b3db71,delivered,4,0,e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,0,401.53,perfumery,Muito bom,Very good
e94fb29b3ede8e72edace56b9ba5f8b5,ac817008b6fc6e57ca003314ad0c45bc,delivered,5,0,b0054021dee7f055b57da97096fc1c95,brinquedos,0,41.38,toys,"Além do esperado brinquedo legal meu filho gostou muito, a entrega não preciso nem dizer né foi entregue muito antes do prazo estipulado lannister a melhor em tudo preço e agilidade na entrega otimo.","In addition to the expected cool toy, my son really liked it, the delivery goes without saying, it was delivered well before the stipulated deadline, Lannister, the best in everything, great price and fast delivery."
5fe8c7141808af2ac47d98ff8a006ac5,3b74aecc92a9ddce62caa3abf0af14ed,delivered,4,0,24776376f3b02d27ac141a1bdc46d628,,0,124.9,,"Itens bons, funcionarão corretamente.
Itens de Boa qualidade.","Good items will work properly.
Good quality items."
11e75c2a931a2968007c44bddf001102,1b8ede5a4791e27daf584a5ec611f7d7,delivered,2,0,962a6951154f98f2c8e9a5b8b2bcf4a9,moveis_decoracao,0,609.66,furniture_decor,Na descrição do produto dizia que a base do pendente também era na cor cobre. Mas os 5 que recebi a base é cor preta. ,The product description said that the base of the pendant was also copper in color.But the 5 that I received the base is black.
fb34957b24cfaa3c67835b67097b45e6,062d526eabc36e995e3a9ce353894fcb,delivered,1,0,cec09725da5ed01471d9a505e7389d37,esporte_lazer,1,102.84,sports_leisure,"Meu produto não chegou, se não chegar em 3 dias úteis não comprarei mais da lannister.com.... Perda total de credibilidade.. Tentei entrar em contato via telefone e simplesmente se quer fui atendido.","My product didn't arrive, if it doesn't arrive in 3 business days I won't buy from lannister.com anymore.... Total loss of credibility.. I tried to get in touch via phone and I was simply answered."
b54861ba91f988d9f961bdcd1a9a2026,efe9fcb063deef55ade34b4d7b6df704,canceled,1,1,83b00325c13c44245b2c3a2befa62a0e,bebes,0,176.83,baby,"A empresa não deu retorno aos e-mail enviados, não entrou em contato para falar a respeito da entrega, no entanto não restou outra alternativa se o não o cancelamento da compra.","The company did not respond to the emails sent, did not contact us to discuss the delivery, however there was no alternative other than to cancel the purchase."
a20191650d84d1d59f72139a87207a3b,94c1a60de2eed5c304c731a6ec674387,canceled,2,1,8c464efd8ef90612cb673a5ce7046e8c,papelaria,0,115.65,stationery,Aguardo receber o produto,I wait to receive the product
aab1dd46caa26c0abb120fc0dd2e7b29,803375c9f4f0d6ff92d41fdf97842f9e,delivered,5,0,6aafd3c0f3c474278b14545ef46bb99b,construcao_ferramentas_construcao,0,531.75,construction_tools_construction,"Produto de excelente qualidade , muita linda, exatamente como na foto ! Vem bem embalada , entregue antes do prazo ! Recomendo !👏👏👏","Excellent quality product, very beautiful, exactly as in the photo!Comes well packaged, delivered ahead of schedule!I recommend it!👏👏👏"
ed3b18e876bbc16bfe330cd934aa0f68,ee76d186862db08ec487d67f0e5c7bc4,canceled,3,1,491067a4bc3ca4303e9fba74d629412c,bebidas,0,69.2,drinks,faz um mes que comprei a ate o momento nao recebi toda a mercadoria comprada.,It's been a month since I bought it and so far I haven't received all the merchandise purchased.
5c3353d0e879379685e40fcfee970725,3367650082744b78bf5f60819c438960,delivered,5,0,64e054669023deb2bfa82f61a2829404,cama_mesa_banho,0,316.26,bed_bath_table,"costura bem acabada 
barra pequena 
bom caimento","well finished sewing
small bar
good fit"
f7b13a5afd48ca5bcf589a25d5377b00,d791834a0555c0062e98d735083f4373,canceled,1,1,3db0b74faf0d26a6b252528659d6b849,cool_stuff,0,2404.72,cool_stuff,"Comprei o produto no dia 12/07, previsão de entrega em 30/07. Até agora nem a nota foi emitida. Já paguei a primeira parcela e não recebi o produto. Ninguem me dá uma resposta de que dia vou receber.","I purchased the product on 12/07, expected delivery on 30/07.So far, not even the note has been issued.I have already paid the first installment and have not received the product.Nobody gives me an answer as to which day I will receive it."
9512251cbae0778ea863f6242d3e5789,fed67945c09986de880e4b3fdd1d3f07,canceled,3,1,0527af46c46b7a345d2086ea304ae8d7,eletronicos,0,49.34,electronics,Não tinham o produto em estoque mas entraram em contato comunicando o ocorrido. Só não me lembro se o valor pago já foi devolvido...,They didn't have the product in stock but they got in touch to let us know what had happened.I just don't remember if the amount paid has already been refunded...
83f40343811b7a7641af81d74e1a7875,9470c8136f65b36188e06ba951759b7c,delivered,1,0,0bdd9a52d192d64770e33ae559512478,relogios_presentes,0,62.39,watches_gifts,"O relógio que veio com uma falha no vidro
Mal acondicionado na embalagem
Estou totalmente insatisfeito gostaria de devolver a mercadoria","The watch that came with a flaw in the glass
Poorly packaged
I am completely dissatisfied and would like to return the merchandise"
0693ed674763a4fc34e2c763c7fd25c2,33db03ccbfce5ccb029160ad2c1de78f,delivered,1,0,a0f3c43b288de04ccb40d26cf26c639d,moveis_decoracao,0,642.62,furniture_decor,estou bem chateada,I'm very upset
cb131af379d402c6f6c9b62bde622e75,890516c4fd0502448c48e605456e7c4d,delivered,5,0,88dd63919fc9ab693803578a04a20209,informatica_acessorios,0,42.77,computers_accessories,Entrega muito rápida,Very fast delivery
1dea7f353eaea6c8a82b26087fabef18,120c86ea1d348cfc04fb2dccf0e116b9,delivered,5,0,a014ce59dca05d6160b0a995600511b1,beleza_saude,0,45.09,health_beauty,"Gostei muito recomendo
","I really liked it, I recommend it"
57e2143bf55c040c9f0c9b8e41b6a545,8183f63b81a2f6a9c37d7e3f283e9ed0,delivered,5,0,c9dbe2eec19a8093cb5ac57486531c18,cama_mesa_banho,0,125.04,bed_bath_table,"Satisfeita com produto, com qualidade, prazo de entrega. ","Satisfied with the product, quality, delivery time."
ca27a287674894b782ade649665cdb1e,471677705f50f979685879970f0d56b4,delivered,1,0,7f72a8900b3d2fc8fa2635b7836d6e6e,brinquedos,0,74.3,toys,"Olá boa tarde
n veio a boneca serie 2 e sim a serie 3","Hello good afternoon
The series 2 doll didn't come, but series 3"
aa1ae480ffdf6aefc191b45ebd4fdedb,dc4a4863832cad43ecf971aae07084de,canceled,1,1,65607db9823444a6ba5b7a82431e4502,esporte_lazer,0,65.11,sports_leisure,Estou aguardando o estorno do valor.,I'm waiting for the amount to be refunded.
62246c16a32a0866943f17d7b42db940,6443519fe0538b895632d5d7817aaff3,delivered,1,0,2c818013dbc95f5cd2d6a393a31813e0,moveis_decoracao,0,69.35,furniture_decor,"O frete é caro e ainda se quiser tem q buscar no correio.Muito ruim.Ainda quer elogios,odiei.","Shipping is expensive and if you want it you have to pick it up at the post office. Very bad. Still wanting praise, I hated it."
a1abeb653a4d4cd1e142ccb8c82cd069,5f50465da00b7fed5dd1239f4ecf6e2c,delivered,3,0,b114bf337c0626166abe574eee9e3f32,moveis_escritorio,0,304.56,office_furniture,"Foi bom, obrigado.","It was good, thank you."
17220c71a949903772f1ed32292ee69f,3687139e02b5d30a66b9bcdf2cba3bcd,delivered,2,0,04d1e516df784ab0cc7cb3b74a0933d2,informatica_acessorios,0,35.23,computers_accessories,ok,OK
03c939fd7fd3b38f8485a0f95798f1f6,2a35ad9f439dfc62d35a0202e71d6c66,delivered,3,0,ab5da1daa941470d14366f4e76a99dd2,eletrodomesticos,0,42.11,home_appliances,Seria ótimo se tivesem entregue os 3 (três) pedidos de uma única vez.,It would be great if you had delivered all 3 (three) orders at once.
384ccfc60303d6c6cc45651300f67a7e,789df2af56cf6cc537c07d65850675e5,delivered,5,0,422879e10f46682990de24d770e7f83d,ferramentas_jardim,0,75.25,garden_tools,"Recomendo, veio em perfeito estado e bem em balado, chegou em 10 dias super antes do prazo. ","I recommend it, it came in perfect condition and well packaged, it arrived in 10 days super ahead of schedule."
d712c9d57be3d48a79c033437994908b,60166efb07b460c5feb03639c9ffc462,delivered,5,0,29b85c2f1ec5f4d02b03737a8fd3698b,moveis_decoracao,0,204.62,furniture_decor,Tudo ocorreu dentro do previsto.,Everything went as planned.
56bc98e6d5b88c2cdb905f2fbec2ca3a,1ac30d3d231e7b32f3c8b1f4770f451d,delivered,1,0,418c8127e2810370323241e326874320,fashion_roupa_masculina,0,155.63,fashion_male_clothing,Comprei a camisa tamanho 6 e foi enviado no tamanho 7,I bought the shirt size 6 and it was sent in size 7
0759ac0ac1a0c11ab13fc66564f4e112,2efa0620f7979c153d5d492696d4172f,delivered,3,0,26e253f334cf93847fcbf6e9faf51eb4,esporte_lazer,0,777.24,sports_leisure,Faltaram 2 jumps que até o momento não foram entregues.,There were 2 jumps missing that have not yet been delivered.
1250c047d9434703c09e72486d44b928,de346ebcb74674350a541a1438944479,delivered,5,0,cf9c82111d3dd8f6e1b67d7844f1a1c5,automotivo,0,98.79,auto,Bom material,Good material
b82cf5fe4911adae1a6d2c4b171ec237,edc6cc31523779d9c623c9669740324b,delivered,4,0,ed50ef551530d9a6966c1b0cdfed30a1,papelaria,0,90.84,stationery,Compras online de qualidade,Quality online shopping
94bde44a48f191d7175f67eb93b9ed67,7e8eda96b7924f789c4b65855af3e187,canceled,1,1,bf128711128b70eaa9e07df69e9a75e2,telefonia,0,137.83,telephony,"Considero como alegação infundada informando que o produto estava esgotado. Na época a quantidade anunciada foi de 2(dois), apenas dois produtos. ","I consider it an unfounded allegation stating that the product was out of stock.At the time, the announced quantity was 2 (two), just two products."
e20f1823b7c3cea563148b3d9864132f,867375159eb6b26b2c4215966b2206a1,canceled,1,1,2804f6c4f96a5c917461534b63faf357,utilidades_domesticas,0,78.64,housewares,Comprei facas de presente prometi. Minha esposa nao pude entregar.,"I bought knives as a gift, I promised.My wife couldn't deliver it."
e061fd2fe7ac86187875963e906ecaa8,a892e4a132cf2f2e6a1e4db449856006,delivered,3,0,9979e4194cc6ffdd0638449218eda062,ferramentas_jardim,0,96.5,garden_tools,Na hora da compra após colocar cartão de crédito e confirmar vai para uma tela escrita em inglês que parece erro. Segunda vez que ocorre. Da outra vez pensei que não tinha concluído compra e a fiz .,"When purchasing, after placing your credit card and confirming, you will be presented with a screen written in English that appears to be an error.Second time it occurs.The other time I thought I hadn't completed the purchase and I made it."
7d9bcfa3311de116da3d91d20236b5c5,2b27bad8990a7ce592c11a8f23a1700d,delivered,5,0,c7b3b8509e06ae21abdd78b541215cda,perfumaria,0,138.62,perfumery,Chegou antes do previsto!! Super recomendo!!,It arrived earlier than expected!!I highly recommend it!!
d2d9d607f76c92a3c0c85626e59b04ad,c8379021033c1bc9a11cfea829d0e297,delivered,3,0,4615c086d05b264e9ff7004fcb515e37,esporte_lazer,0,169.29,sports_leisure,"Comprei um produto na qual precisava que fosse certo de 800ml, só o produto que recebi tem 750ml.","I bought a product that I needed to be 800ml, only the product I received is 750ml."
0a0e76ba55e310fd24657a1f532b97c1,faf4c7a6a07938227b98f454caee1814,canceled,1,1,cdad30e46a6fc84785a525ad6b5cf748,moveis_cozinha_area_de_servico_jantar_e_jardim,0,206.98,kitchen_dining_laundry_garden_furniture,"É a segunda vez que compro o mesmo produto, a primeira vez a compra foi cancelada pois a loja não entregou o produto, dessa vez continuo esperando","This is the second time I buy the same product, the first time the purchase was canceled because the store did not deliver the product, this time I am still waiting"
dc17587e6349f0e37fabd902991359f4,85b757074a5477bf9975e7cfc3f574fc,delivered,3,0,425ca58a47a3eeb10c21c05ddf8d7a52,perfumaria,0,155.05,perfumery,"Produto muito bom, para fixa aplica duas vezes.","Very good product, apply twice to fix it."
c55086eeed63b963d33c3253b9954895,d7998849586905d996da5ca20ec6c199,delivered,1,0,8f5cb6362e19f8120f77484dc5619a6b,automotivo,0,593.24,auto,"Fiz a compra de 2 pneus e faturou somente 1, paguei R$525,00 sendo que no site das lannister o mesmo pneu custa R$305,00, preciso de um retorno pois paguei a mais do que vale...
aguardo retorno.","I purchased 2 tires and only received one, I paid R$525.00 and on the Lannister website the same tire costs R$305.00, I need a return because I paid more than it's worth...
I await your return."
53639d3483b91d202af2934021b5e2fa,0309b2a47dddf69e60c888db00cb5858,delivered,4,0,7814c273ab16783d73a9863ebfa8b141,moveis_decoracao,0,285.02,furniture_decor,"produto veio certo e antes do prazo previsto, muito bom eu recomendo
","Product arrived correctly and ahead of schedule, very good, I recommend it"
6731ed65e5a0e32dcaff875b46782434,34a9148b2ea1f6542b26665326795232,delivered,5,0,3d36ef6c6d553500f4240920658689e3,brinquedos,0,283.33,toys,"Produto incrível, veio bem lacrado, meu filho amou. Chegou bem antes do prazo. Muito satisfeita com as Lojas lannister e a Loja parceira targaryen, estão de parabéns!","Amazing product, came well sealed, my son loved it.It arrived well ahead of schedule.Very satisfied with the Lannister Stores and the Targaryen partner store, congratulations!"
39735cad3fa0e9f2ea20c536b26ac87c,fc6bab6bb079768258dd4385b9e5d7bb,delivered,4,0,1078e04ece7f1498a5ea393bf9c4eb98,utilidades_domesticas,0,36.09,housewares,"Adorei,ficou lindo no meu aparador bar!!","I loved it, it looks beautiful on my bar sideboard!!"
913677abacbcdc2b2f18b3ec362a0cdd,621c4375f33e843ba4111a6fc493fd0d,canceled,1,1,b6467b14d837634f4e04f6f0698e7bd3,esporte_lazer,0,134.25,sports_leisure,Produto não foi entregue.,Product was not delivered.
9f5054bd9a3c71702aa0917a7da29193,cb87122c4871e202777cf243fbea2d12,delivered,1,0,54d7ad85b648d3cb2b7069ed446d7f35,informatica_acessorios,0,1866.7,computers_accessories,RECEBI SOMENTE 4 TONNER 78 E NAO 10 COMO FOI COMPRADO,I ONLY RECEIVED 4 TONNER 78 AND NOT 10 AS IT WAS PURCHASED
b702c6524d4baf782b6ef517fbef082b,23079f31a6675ff1d6ff98333d5aecf2,delivered,5,0,cb43fd7a1263540b74b5212d93ad11a3,beleza_saude,0,618.6,health_beauty,"Estava assustada para comprar mas foi a melhor q fiz ,bom ,barato e rápido , chegou bem antes do previsto ","I was scared to buy it but it was the best thing I did, good, cheap and fast, it arrived well before expected"
a4f587088f6fd162bb6ccf903d7dd582,5a3dff5b019c56fb6a8f16b5bfa25833,delivered,4,0,a6dfe3ac4d3a7c8dcce74a95ba58c27e,moveis_escritorio,0,262.33,office_furniture,Tudo certo ,All very well
37ce40447807e0d3e58cc474ce549881,72d1b8564e088b8bb0a080d3ff03de1a,canceled,1,1,c5c619629da44fcdd8303458a5557fde,papelaria,0,117.04,stationery,Ainda não recebi o produto posso cancelar a parcela do pedido. e tentar comprar outro.,"I haven't received the product yet, can I cancel the order installment?and try to buy another one."
a863affb6a47c4f9db158c4317174950,f2f8fc46c203702ae6880fe04ee11c7e,delivered,5,0,75c859dbba6358947a27d204801125a6,eletrodomesticos,0,267.13,home_appliances,"muito bom entrega e produto
",very good delivery and product
a8d8d5a9d86caae99bb5bb7b7dadaf00,f0ec95ed700893b211430d1348f6846d,delivered,4,0,657247f6f60543b93e3cc708a8e6329c,malas_acessorios,0,309.28,luggage_accessories,Bom,Good
443a73a22cd4e0078a47c275b358b786,317072fd23410f845f2d3beba3747e62,delivered,5,0,90c3564fa89e67d5e1b4898dd43cebc9,automotivo,0,88.26,auto,O pruto deveria vim especificados a metragem correta,The item should have the correct size specified
baa7ca9c78b858b0b7ce66a7f5774d66,10fb7ec3adaeebffa164e74fbb79e210,delivered,5,0,45f176c0bd310b5d35594fc78a8ed5e5,brinquedos,0,83.4,toys,"Compra tranquila.sem problemas, entregue no prazo e bem embalado.
","Smooth purchase, no problems, delivered on time and well packaged."
f47c8a5f13b399d0e46beaf4e9d8b952,b3b0bf1e95b7311948d08aa719d09562,delivered,1,0,d3b023772520cd1c6ea58f6701679d4b,papelaria,0,193.6,stationery,"Comprei dois itens e só foi entregue um,e até agora estou aguardando respostas.","I bought two items and only one was delivered, and I'm still waiting for answers."
1150c73ca4c9c78e59170256f8b93e16,4766d0158128ca5a8d6c2171d952b0bb,delivered,5,0,51f34083de64e6e8bd820c7e05a5a0d6,automotivo,0,65.06,auto,"Recebi o produto correto e muito rápido. Fiquei impressionada.
Super recomendo!!!","I received the correct product and very quickly.I was impressed.
I highly recommend it!!!"
ff54c442f3e9f50941a09dcf4e061e6f,c761ebec64b4f7a47b094442b3dbfe0d,delivered,5,0,e41a6ac2f57a273eb0d214c7cbab5db9,moveis_escritorio,0,149.0,office_furniture,"É uma empresa confiavel ,","It is a trustworthy company,"
f938fa004452c776198a593e5fb9056d,707818185591ca532dfd8fff383f0103,delivered,3,0,727a46f0b58a9ef165af9f7ebcfebfa9,esporte_lazer,1,108.84,sports_leisure,Meu produto estar atrasado já a uma semana,My product is already a week late
d1e70a2caefe08771e0acbcf89df4900,9e126ac32c9fbec527dc3e9047d2dc7b,delivered,3,0,364c1b9489e407ae88e1d12e89514428,livros_tecnicos,1,81.67,books_technical,"Produto na promoção, veio com capa no fundo e fundo na capa. Tive que tirar o aspiral e colocar novamente ","Product in promotion, came with cover on the bottom and background on the cover.I had to take the vacuum cleaner out and put it back in again."
1bb758b8244a768b78655fb2abb0c7f8,4af025b039a68460ed2ece310aec6da1,delivered,1,0,e82d0f095d2e87c1d46d5f909ed00a30,utilidades_domesticas,0,39.27,housewares,Uma empresa tão bem conceituada como o baratheon deveria se preocupar mais com a qualidade dos produtos oferecidos pelo seus parceiros.,A company as well-regarded as Baratheon should be more concerned with the quality of the products offered by its partners.
2fb37826cdb8f506242e4dabb544e516,0cbe168a97e6c609efc3b68817fcc92f,delivered,2,0,0eef510ccdaf8a53cefc1a8f035f681a,casa_construcao,0,154.8,home_construction,"Recebi produto diferente do que comprei. Comprei luminária branca fria e me entregaram neutra.
Trata-se de produto para instalação em meu cliente e vou perder o prazo para entrega do serviço.","I received a different product than what I purchased.I bought a cool white lamp and they delivered it to me neutral.
This is a product for installation at my client and I will miss the deadline for delivery of the service."
